candidate_id,created_at,location,years_experience,education_level,primary_role_family,work_authorization
C-cv1svol,2025-10-10,"Austin, TX",4,Bachelors,Supply Chain,US Citizen/PR
C-ylh82jp,2024-12-02,"Palo Alto, CA",5,PhD,Sales,Other/Unknown
C-pdxxsyk,2024-04-03,"New York, NY",1,Associate,Sales,Other/Unknown
C-y44tfw0,2024-06-16,"Chicago, IL",1,Masters,Operations,Other/Unknown
C-mvnswjf,2025-11-25,"Fremont, CA",8,Masters,Data Analytics,F-1 OPT
C-ugpkakr,2024-05-31,"Fremont, CA",1,Associate,Supply Chain,Other/Unknown
C-gfjmhdn,2025-07-10,"Austin, TX",9,PhD,Sales,H-1B
C-qit4j0s,2024-03-22,"Fremont, CA",5,PhD,Sales,H-1B
C-53aljd7,2024-06-05,"Chicago, IL",4,Masters,Finance,F-1 OPT
C-2rimc6y,2026-01-04,"Remote, US",5,Bootcamp,Sales,H-1B
C-75rddhn,2025-01-10,"Seattle, WA",4,Masters,Data Analytics,F-1 OPT
C-mnj8pl3,2025-07-12,"Palo Alto, CA",4,Masters,Supply Chain,H-1B
C-wyrvmww,2024-09-03,"Remote, US",0,Associate,Supply Chain,H-1B
C-zy978tn,2025-06-14,"Palo Alto, CA",4,Associate,HR,US Citizen/PR
C-nmwhh4v,2024-06-02,"Palo Alto, CA",1,Associate,HR,US Citizen/PR
C-tzbbht3,2024-06-02,"Remote, US",7,Bootcamp,Software Engineering,H-1B
C-ev3lfy5,2025-04-24,"Seattle, WA",0,Bootcamp,Finance,F-1 OPT
C-9440dcl,2025-11-23,"New York, NY",0,Masters,Operations,US Citizen/PR
C-9kohd5m,2025-08-10,"Fremont, CA",6,Bachelors,Data Analytics,H-1B
C-ig3kqty,2024-06-25,"Austin, TX",9,Bachelors,Supply Chain,Other/Unknown
C-mtxlq0z,2024-02-18,"Fremont, CA",1,PhD,Operations,H-1B
C-eu9vdow,2025-07-20,"Seattle, WA",6,PhD,Operations,F-1 OPT
C-blcw0dp,2024-02-15,"Austin, TX",10,Bootcamp,Finance,Other/Unknown
C-ydc14zs,2024-10-28,"Fremont, CA",2,Masters,Finance,H-1B
C-e0of37f,2024-05-08,"Austin, TX",5,Bootcamp,Operations,Other/Unknown
C-g24unft,2025-07-14,"Chicago, IL",10,PhD,Sales,US Citizen/PR
C-0auf2w7,2025-05-01,"Chicago, IL",0,PhD,Sales,F-1 OPT
C-1tqzfb8,2024-05-13,"Chicago, IL",0,Bootcamp,HR,H-1B
C-uw0jgqe,2024-08-20,"Seattle, WA",6,PhD,Data Analytics,H-1B
C-m63l952,2024-11-29,"Austin, TX",0,Masters,Finance,Other/Unknown
C-ankb23j,2024-07-17,"New York, NY",5,PhD,HR,H-1B
C-5j8o98b,2024-06-09,"Seattle, WA",4,Bachelors,Operations,US Citizen/PR
C-w8vloyh,2025-07-28,"Austin, TX",11,Bootcamp,Operations,H-1B
C-pesrss0,2025-03-11,"New York, NY",0,PhD,Sales,F-1 OPT
C-co8pe74,2025-05-28,"Austin, TX",7,Bachelors,Data Analytics,F-1 OPT
C-uak3j16,2025-02-01,"Austin, TX",2,Associate,Supply Chain,US Citizen/PR
C-hal104s,2025-12-30,"Remote, US",8,PhD,Finance,F-1 OPT
C-u8ulv1j,2025-07-09,"Remote, US",14,Associate,Finance,US Citizen/PR
C-8ipuv58,2025-09-01,"New York, NY",7,Bootcamp,Software Engineering,US Citizen/PR
C-3lhxoau,2026-01-17,"Remote, US",3,Associate,HR,Other/Unknown
C-3t14lyf,2025-07-31,"Fremont, CA",3,PhD,HR,F-1 OPT
C-5f6z61d,2026-01-15,"Fremont, CA",8,Masters,Software Engineering,H-1B
C-hpsmtk7,2025-01-14,"New York, NY",6,Bootcamp,Sales,Other/Unknown
C-svoltrj,2024-05-09,"Palo Alto, CA",6,Associate,Operations,Other/Unknown
C-mcmh7lm,2024-07-01,"Remote, US",2,PhD,Supply Chain,F-1 OPT
C-7zrtqj8,2024-09-24,"Austin, TX",8,PhD,Supply Chain,Other/Unknown
C-y9fp14x,2024-03-18,"Remote, US",6,Associate,Supply Chain,Other/Unknown
C-pmjo2cm,2024-12-04,"Chicago, IL",9,Bootcamp,Operations,US Citizen/PR
C-wpvi06b,2024-05-13,"Fremont, CA",0,PhD,Finance,F-1 OPT
C-cd24d0u,2024-07-10,"Chicago, IL",6,Masters,Software Engineering,H-1B
C-fs12h1v,2025-01-07,"New York, NY",9,Bootcamp,Sales,US Citizen/PR
C-usjxbcw,2024-02-20,"Seattle, WA",5,Bachelors,Operations,US Citizen/PR
C-2hka4mh,2024-01-19,"Chicago, IL",0,Masters,Operations,Other/Unknown
C-o0dmjpa,2024-03-24,"Fremont, CA",7,Associate,Software Engineering,Other/Unknown
C-b6rj09w,2025-06-06,"Fremont, CA",6,Bootcamp,Software Engineering,US Citizen/PR
C-w0oz2wc,2024-05-22,"Seattle, WA",0,Masters,Finance,H-1B
C-o07fs0g,2025-06-18,"Austin, TX",3,PhD,Operations,F-1 OPT
C-u4yq5td,2025-11-23,"Fremont, CA",13,Bootcamp,Software Engineering,Other/Unknown
C-j7nrsko,2024-04-02,"New York, NY",7,Associate,Supply Chain,US Citizen/PR
C-33c2uud,2025-06-12,"Seattle, WA",11,Bachelors,Sales,Other/Unknown
C-ncuyk2v,2024-09-23,"Fremont, CA",5,PhD,Software Engineering,US Citizen/PR
C-pjtsyi2,2025-02-25,"Palo Alto, CA",6,Associate,Sales,H-1B
C-ppnl6rn,2025-06-30,"Palo Alto, CA",8,Associate,Operations,F-1 OPT
C-wl9pqrm,2025-09-22,"New York, NY",5,Associate,Software Engineering,F-1 OPT
C-03jw6r8,2024-08-25,"Chicago, IL",8,Masters,Operations,US Citizen/PR
C-mmqebbe,2025-06-29,"Palo Alto, CA",3,PhD,Sales,Other/Unknown
C-41wjx3x,2025-05-30,"Chicago, IL",2,Associate,Sales,F-1 OPT
C-g7qsodm,2025-01-31,"Chicago, IL",9,Bootcamp,Operations,US Citizen/PR
C-olxqwli,2024-04-30,"Fremont, CA",9,Associate,Operations,H-1B
C-ma1024r,2024-05-11,"Seattle, WA",1,PhD,HR,Other/Unknown
C-nsxof6t,2024-01-12,"Palo Alto, CA",5,Bachelors,HR,F-1 OPT
C-oi0x8ka,2024-03-21,"Austin, TX",1,Bootcamp,Data Analytics,H-1B
C-ov9wd0r,2025-09-28,"Seattle, WA",7,Bootcamp,Finance,F-1 OPT
C-9emlmbz,2024-11-02,"New York, NY",3,PhD,Operations,Other/Unknown
C-bqg3dcm,2025-10-13,"Chicago, IL",4,Bachelors,Finance,US Citizen/PR
C-1pbnuxu,2024-01-02,"New York, NY",0,Associate,Sales,F-1 OPT
C-7lyozd2,2024-11-04,"Seattle, WA",6,Masters,Finance,Other/Unknown
C-qymhp9n,2026-01-09,"Chicago, IL",7,PhD,Finance,Other/Unknown
C-bceth28,2024-01-08,"Fremont, CA",2,PhD,HR,US Citizen/PR
C-1wcgv6l,2025-04-21,"New York, NY",5,PhD,Supply Chain,F-1 OPT
C-p47lz0o,2026-01-21,"Remote, US",0,Bachelors,Finance,H-1B
C-saz46ab,2025-03-13,"New York, NY",8,Masters,HR,H-1B
C-1pn3oag,2024-08-23,"Remote, US",7,PhD,Software Engineering,Other/Unknown
C-i038z2f,2024-11-01,"Seattle, WA",0,Associate,Sales,Other/Unknown
C-7d3y82f,2025-02-13,"Palo Alto, CA",1,Masters,Operations,F-1 OPT
C-2cdrxu9,2025-02-25,"Remote, US",5,PhD,HR,H-1B
C-o1l8wj6,2024-03-26,"Chicago, IL",5,Masters,Software Engineering,H-1B
C-ylkcs2y,2025-07-09,"Chicago, IL",5,PhD,Data Analytics,F-1 OPT
C-nqsamct,2024-10-20,"Chicago, IL",2,Associate,Data Analytics,F-1 OPT
C-q8pkd2k,2025-07-16,"New York, NY",14,Bachelors,Operations,Other/Unknown
C-yf8jshl,2025-01-16,"Austin, TX",6,Bachelors,Data Analytics,F-1 OPT
C-pt6aar1,2024-02-08,"Palo Alto, CA",0,Bootcamp,Sales,US Citizen/PR
C-0apxp8i,2026-01-01,"New York, NY",2,Bootcamp,Software Engineering,H-1B
C-apr4wgd,2026-01-25,"Fremont, CA",3,Bachelors,Operations,Other/Unknown
C-uxdoub5,2024-10-09,"Chicago, IL",7,Masters,Sales,H-1B
C-x2jpkvc,2025-08-08,"Austin, TX",11,PhD,Finance,F-1 OPT
C-va2j2bu,2025-06-27,"Chicago, IL",5,Bootcamp,Finance,US Citizen/PR
C-ie39zvy,2026-01-15,"Austin, TX",1,Associate,Data Analytics,H-1B
C-udotuqa,2026-01-07,"Palo Alto, CA",5,Masters,Data Analytics,H-1B
C-7ci602m,2024-02-26,"Fremont, CA",9,Bootcamp,HR,US Citizen/PR
C-feu7azq,2025-06-13,"Remote, US",4,PhD,Supply Chain,US Citizen/PR
C-f4vh9t1,2025-11-17,"Remote, US",2,PhD,Software Engineering,US Citizen/PR
C-ani24rm,2025-03-10,"Palo Alto, CA",4,Bootcamp,Supply Chain,F-1 OPT
C-1ze50k6,2026-01-27,"Remote, US",0,Bachelors,Software Engineering,F-1 OPT
C-gun8uru,2025-08-06,"Fremont, CA",10,PhD,HR,Other/Unknown
C-d7crabo,2025-06-25,"New York, NY",1,Bachelors,Supply Chain,H-1B
C-cj7nl8j,2025-03-11,"Remote, US",3,Masters,HR,H-1B
C-hqueu1o,2024-06-25,"New York, NY",6,Bootcamp,HR,US Citizen/PR
C-akl7xzv,2025-08-23,"Chicago, IL",9,Bootcamp,Finance,F-1 OPT
C-4xriigu,2024-02-11,"New York, NY",2,Bootcamp,Operations,Other/Unknown
C-6j5eat6,2024-10-01,"Remote, US",13,Bachelors,Supply Chain,H-1B
C-z90hedm,2024-10-05,"Austin, TX",2,PhD,HR,H-1B
C-fbv46mu,2024-05-19,"Palo Alto, CA",2,Bootcamp,Sales,US Citizen/PR
C-db8uo5n,2025-06-29,"Chicago, IL",4,PhD,Sales,H-1B
C-qs2fnuk,2024-02-26,"Palo Alto, CA",2,PhD,Finance,US Citizen/PR
C-1uvjytm,2024-04-21,"New York, NY",8,Bachelors,HR,Other/Unknown
C-nvv78zo,2024-01-13,"Fremont, CA",13,Associate,Software Engineering,Other/Unknown
C-2rw556p,2024-12-04,"Palo Alto, CA",8,Bootcamp,Data Analytics,F-1 OPT
C-u6onrv5,2025-11-28,"Remote, US",3,Bootcamp,Data Analytics,US Citizen/PR
C-bpimevg,2024-09-06,"Chicago, IL",6,Bachelors,Sales,F-1 OPT
C-kfg7i2h,2024-04-17,"Seattle, WA",5,Masters,Operations,H-1B
C-n23648n,2025-10-29,"Palo Alto, CA",9,Masters,Finance,US Citizen/PR
C-omemto2,2024-09-14,"Seattle, WA",5,PhD,Data Analytics,F-1 OPT
C-sizb25j,2025-09-30,"Seattle, WA",6,Associate,Operations,H-1B
C-t2md8w1,2024-03-28,"Seattle, WA",5,Bachelors,Operations,F-1 OPT
C-n86taip,2024-07-22,"Remote, US",5,PhD,Software Engineering,H-1B
C-lbu8pt8,2024-07-06,"Seattle, WA",0,Bootcamp,Data Analytics,F-1 OPT
C-bz8gicr,2024-11-24,"Austin, TX",8,Associate,Finance,H-1B
C-u8781xt,2025-05-31,"New York, NY",4,Associate,Supply Chain,Other/Unknown
C-f5r3zjf,2025-04-03,"Palo Alto, CA",6,Associate,Operations,Other/Unknown
C-g3rxokp,2025-11-23,"Fremont, CA",8,Masters,HR,F-1 OPT
C-tsqacbs,2024-12-31,"Palo Alto, CA",1,PhD,Finance,US Citizen/PR
C-fay0xa0,2025-09-30,"New York, NY",2,PhD,Operations,H-1B
C-8cjre5c,2024-02-09,"Remote, US",0,PhD,Sales,Other/Unknown
C-eqxadgy,2024-05-22,"Seattle, WA",1,Bootcamp,Operations,H-1B
C-gb5or6m,2026-01-21,"Chicago, IL",3,Associate,HR,F-1 OPT
C-hun8fit,2024-01-11,"New York, NY",0,Associate,Finance,US Citizen/PR
C-p25m9fe,2025-09-11,"New York, NY",3,Bachelors,Operations,H-1B
C-sdwan0u,2024-08-08,"New York, NY",5,Associate,HR,Other/Unknown
C-yaeceeu,2025-05-10,"Seattle, WA",3,PhD,Software Engineering,F-1 OPT
C-ifu43u4,2025-05-01,"Remote, US",0,Bootcamp,Supply Chain,H-1B
C-svdt766,2025-04-05,"Remote, US",3,Bachelors,Data Analytics,Other/Unknown
C-42xcv96,2024-07-07,"New York, NY",3,PhD,HR,Other/Unknown
C-k4986k3,2024-09-11,"Remote, US",11,Masters,Supply Chain,Other/Unknown
C-fevstyg,2025-02-12,"Chicago, IL",0,Associate,HR,Other/Unknown
C-0i7p2r5,2024-10-26,"Palo Alto, CA",10,PhD,Software Engineering,H-1B
C-h54wqrv,2024-12-18,"Remote, US",4,Bootcamp,Operations,Other/Unknown
C-d614isy,2026-01-01,"Austin, TX",0,Masters,Supply Chain,US Citizen/PR
C-1i7xxeq,2026-01-25,"Remote, US",5,Bootcamp,Data Analytics,US Citizen/PR
C-zuaczrr,2025-11-24,"Fremont, CA",1,PhD,Software Engineering,Other/Unknown
C-n2yenv7,2025-04-26,"Fremont, CA",6,Bootcamp,HR,F-1 OPT
C-b1zj396,2024-08-13,"Chicago, IL",0,PhD,Software Engineering,Other/Unknown
C-i7eq3o6,2024-02-11,"Palo Alto, CA",10,Bootcamp,HR,H-1B
C-p8aacj7,2025-02-25,"Remote, US",1,Masters,Software Engineering,H-1B
C-v9j2fuw,2025-07-21,"Remote, US",0,PhD,Supply Chain,Other/Unknown
C-y6rr79i,2024-04-14,"Seattle, WA",7,Bachelors,HR,F-1 OPT
C-f1fk0il,2025-11-08,"Austin, TX",2,Masters,Software Engineering,US Citizen/PR
C-uzwp4o5,2025-02-02,"Chicago, IL",4,PhD,Operations,F-1 OPT
C-qr4zlxb,2024-11-02,"Palo Alto, CA",2,Masters,Finance,F-1 OPT
C-ewv000p,2025-06-05,"Palo Alto, CA",10,PhD,Supply Chain,F-1 OPT
C-wliuvj4,2024-10-07,"Chicago, IL",8,Associate,HR,F-1 OPT
C-2ygqymh,2024-08-02,"Remote, US",9,Associate,Data Analytics,F-1 OPT
C-i7imw4h,2025-06-04,"Fremont, CA",3,Masters,Sales,H-1B
C-dgkrjwt,2025-07-26,"Fremont, CA",6,Bootcamp,Software Engineering,US Citizen/PR
C-imlcbie,2025-05-24,"Austin, TX",7,Bachelors,Sales,US Citizen/PR
C-nmtr28j,2024-03-03,"Chicago, IL",0,Bachelors,Operations,F-1 OPT
C-fxykmkc,2025-02-28,"Seattle, WA",8,Masters,Operations,H-1B
C-4ei2brs,2024-09-11,"Seattle, WA",11,Bachelors,HR,F-1 OPT
C-3056m00,2025-11-12,"Palo Alto, CA",3,Associate,Operations,US Citizen/PR
C-w5dy4lr,2024-12-01,"Austin, TX",4,Bootcamp,Sales,F-1 OPT
C-gsx9oa2,2026-01-15,"Austin, TX",3,Bootcamp,Software Engineering,US Citizen/PR
C-y5x6zie,2025-05-27,"Remote, US",3,Bachelors,Sales,Other/Unknown
C-7lkbvxs,2025-01-02,"Palo Alto, CA",0,Bootcamp,Supply Chain,Other/Unknown
C-qcgh8a7,2024-09-07,"Austin, TX",5,Associate,Data Analytics,US Citizen/PR
C-b61pdbh,2024-06-18,"Fremont, CA",2,Bootcamp,HR,US Citizen/PR
C-thk9oe7,2026-01-27,"Seattle, WA",6,Associate,Data Analytics,Other/Unknown
C-8rtmsy7,2024-10-20,"Seattle, WA",0,Bachelors,Operations,US Citizen/PR
C-xn91tfr,2024-05-29,"Seattle, WA",4,Bachelors,Data Analytics,Other/Unknown
C-8zfawty,2024-07-17,"Remote, US",3,PhD,Sales,F-1 OPT
C-wqmkqi0,2024-08-02,"Remote, US",3,Bachelors,Supply Chain,F-1 OPT
C-bop51v9,2025-01-01,"Palo Alto, CA",5,Bachelors,Finance,H-1B
C-mkto6jr,2024-06-16,"Seattle, WA",5,Bachelors,Sales,Other/Unknown
C-s0qcu16,2025-12-28,"Austin, TX",0,Bootcamp,Operations,H-1B
C-pmvno9i,2025-11-19,"Remote, US",7,Bachelors,Supply Chain,US Citizen/PR
C-6xh7abm,2025-01-01,"Remote, US",11,PhD,Sales,H-1B
C-1h1zriy,2025-04-05,"Austin, TX",4,Bootcamp,Sales,Other/Unknown
C-d24dkrf,2025-04-22,"Remote, US",9,Bachelors,Software Engineering,H-1B
C-xen3mac,2025-02-23,"Palo Alto, CA",8,PhD,Supply Chain,US Citizen/PR
C-s0bu74u,2024-04-23,"New York, NY",9,Bootcamp,Finance,Other/Unknown
C-isenoa2,2026-01-23,"Remote, US",1,PhD,Software Engineering,F-1 OPT
C-1cbcifl,2024-11-06,"Fremont, CA",4,Bachelors,Sales,H-1B
C-d9uxlj1,2025-04-13,"Fremont, CA",8,Associate,Supply Chain,Other/Unknown
C-yms2fmq,2025-02-18,"Palo Alto, CA",4,Bootcamp,Data Analytics,US Citizen/PR
C-fie6kn0,2025-11-28,"New York, NY",5,Bachelors,Software Engineering,H-1B
C-cnubj74,2024-07-25,"Fremont, CA",10,Associate,Data Analytics,H-1B
C-cobtegu,2024-05-30,"New York, NY",5,Associate,Supply Chain,H-1B
C-1rwvngc,2024-05-24,"Fremont, CA",6,Bootcamp,Sales,H-1B
C-334kkaf,2024-02-06,"Palo Alto, CA",3,Associate,Software Engineering,H-1B
C-t4gc5ic,2025-02-05,"Palo Alto, CA",8,Bachelors,Software Engineering,US Citizen/PR
C-456bfyw,2024-07-24,"Remote, US",3,Bachelors,Operations,US Citizen/PR
C-viuadj7,2024-01-19,"Remote, US",2,Bachelors,HR,US Citizen/PR
C-332w04n,2024-12-30,"Chicago, IL",4,Associate,Software Engineering,H-1B
C-0ot1k8h,2025-12-06,"Austin, TX",2,PhD,Data Analytics,F-1 OPT
C-1sd44wl,2024-11-20,"Palo Alto, CA",4,Bachelors,Finance,F-1 OPT
C-fwqvalb,2024-10-23,"Palo Alto, CA",4,Bootcamp,Data Analytics,H-1B
C-236qk3q,2024-08-18,"Fremont, CA",4,Bachelors,Data Analytics,F-1 OPT
C-d3m6jr8,2024-12-23,"Fremont, CA",8,Bootcamp,Operations,Other/Unknown
C-v2qji47,2025-03-19,"Palo Alto, CA",5,PhD,Supply Chain,Other/Unknown
C-a7idi09,2024-07-11,"Palo Alto, CA",12,Bachelors,Software Engineering,Other/Unknown
C-8c4ag1q,2025-08-26,"Fremont, CA",5,Bachelors,Finance,US Citizen/PR
C-m7od4c9,2024-01-30,"Seattle, WA",6,Bootcamp,Finance,H-1B
C-k2fib7a,2025-12-25,"Palo Alto, CA",7,Bootcamp,Operations,Other/Unknown
C-qku1w3v,2024-06-19,"Seattle, WA",4,PhD,Supply Chain,US Citizen/PR
C-q6i3ab6,2025-07-28,"Remote, US",7,Bootcamp,Data Analytics,US Citizen/PR
C-q81hrul,2025-10-14,"Fremont, CA",0,Masters,HR,US Citizen/PR
C-pd7cdzp,2025-08-31,"Austin, TX",10,Bachelors,Operations,US Citizen/PR
C-gdkd8m4,2025-01-12,"New York, NY",6,Bootcamp,Operations,F-1 OPT
C-ixsx097,2025-09-11,"Palo Alto, CA",8,Masters,Software Engineering,US Citizen/PR
C-ry30m65,2024-03-11,"Remote, US",3,Bachelors,Operations,F-1 OPT
C-nomzz8w,2024-08-06,"Chicago, IL",7,Bootcamp,Software Engineering,US Citizen/PR
C-9hukp6j,2024-08-25,"New York, NY",5,Masters,Software Engineering,H-1B
C-4nlx4fr,2025-01-06,"Remote, US",0,Bootcamp,Supply Chain,Other/Unknown
C-xjc7iu2,2024-06-04,"Remote, US",3,Bootcamp,Supply Chain,Other/Unknown
C-pbanxri,2025-05-31,"Palo Alto, CA",5,Bootcamp,Supply Chain,F-1 OPT
C-eznmo3u,2025-12-10,"Fremont, CA",0,PhD,HR,H-1B
C-oo3tva7,2024-02-26,"Chicago, IL",2,PhD,Operations,Other/Unknown
C-a5vixr4,2024-07-11,"Austin, TX",0,Associate,Sales,Other/Unknown
C-8uflv4b,2024-08-24,"Austin, TX",5,Associate,Software Engineering,Other/Unknown
C-9ay22d1,2026-01-14,"Austin, TX",2,Bachelors,HR,H-1B
C-po4qu28,2025-07-05,"Chicago, IL",4,Associate,Finance,US Citizen/PR
C-fdib0sx,2024-02-24,"Fremont, CA",0,Associate,HR,H-1B
C-xnuby86,2025-03-11,"Remote, US",12,Associate,HR,Other/Unknown
C-rh7cjje,2024-07-16,"Chicago, IL",4,Bootcamp,Finance,F-1 OPT
C-wo6nlpv,2025-01-05,"Fremont, CA",1,Bachelors,HR,F-1 OPT
C-5ahc0ok,2024-07-19,"New York, NY",0,Bootcamp,Data Analytics,F-1 OPT
C-3fo1ypi,2025-05-23,"Seattle, WA",5,Masters,Operations,US Citizen/PR
C-oqj4f2x,2024-01-17,"Chicago, IL",7,Associate,Finance,F-1 OPT
C-x9f6f52,2024-10-09,"Remote, US",3,Bootcamp,Data Analytics,F-1 OPT
C-nvqj4u4,2025-09-03,"Fremont, CA",0,Masters,Operations,F-1 OPT
C-6ojks1i,2024-01-19,"Chicago, IL",6,Bootcamp,HR,Other/Unknown
C-s55c2ib,2024-03-21,"Palo Alto, CA",0,Bachelors,Supply Chain,US Citizen/PR
C-lrdmzvx,2025-07-04,"Chicago, IL",0,Bachelors,HR,Other/Unknown
C-zgrrvgm,2025-12-09,"Austin, TX",3,Masters,Data Analytics,H-1B
C-88qeg0o,2025-10-31,"Chicago, IL",15,Bachelors,Software Engineering,F-1 OPT
C-gsc2glx,2024-07-14,"Seattle, WA",4,Associate,Sales,Other/Unknown
C-1z82h39,2024-11-02,"Remote, US",3,Associate,Operations,H-1B
C-c83jqyc,2024-02-26,"New York, NY",2,Masters,Sales,Other/Unknown
C-azp8ox5,2025-12-23,"Austin, TX",0,Bachelors,Software Engineering,H-1B
C-8k4hbab,2024-12-09,"New York, NY",10,Masters,Data Analytics,F-1 OPT
C-ufjwfq8,2025-12-15,"Remote, US",3,Masters,HR,US Citizen/PR
C-bqzscwi,2024-11-30,"New York, NY",0,PhD,HR,H-1B
C-tfaecqa,2024-10-14,"Palo Alto, CA",10,Masters,Supply Chain,Other/Unknown
C-jypzrz1,2025-11-30,"Fremont, CA",3,Bootcamp,Operations,US Citizen/PR
C-f0llya8,2025-02-22,"Austin, TX",0,Bachelors,Supply Chain,US Citizen/PR
C-wy1ze5h,2024-03-16,"Austin, TX",8,Bachelors,Software Engineering,Other/Unknown
C-aqelfxi,2025-10-21,"Chicago, IL",1,Masters,Finance,H-1B
C-y5xhq3u,2025-10-02,"New York, NY",2,Associate,Software Engineering,US Citizen/PR
C-5eooe42,2025-06-05,"Seattle, WA",5,Bootcamp,HR,Other/Unknown
C-0ki4jkj,2024-05-25,"Austin, TX",13,Bootcamp,Data Analytics,Other/Unknown
C-ouayk2l,2024-01-27,"Austin, TX",8,Bachelors,Operations,US Citizen/PR
C-rkuoysv,2024-03-22,"Palo Alto, CA",10,Bachelors,Data Analytics,H-1B
C-a3x8ouz,2025-03-03,"Austin, TX",8,Masters,Data Analytics,H-1B
C-4znzze2,2024-06-10,"Seattle, WA",4,Bachelors,Operations,F-1 OPT
C-9xwi708,2025-02-05,"Remote, US",3,PhD,Sales,Other/Unknown
C-gm5hn1d,2025-01-27,"Palo Alto, CA",2,Masters,HR,H-1B
C-ly4qztg,2025-12-13,"Austin, TX",8,Masters,Data Analytics,Other/Unknown
C-jv8a6m6,2025-04-12,"Remote, US",3,Associate,Data Analytics,Other/Unknown
C-etc543e,2025-02-12,"Seattle, WA",2,Masters,Operations,H-1B
C-81xn5b0,2025-02-07,"Palo Alto, CA",1,Associate,Sales,Other/Unknown
C-lrv4dgq,2025-11-08,"Seattle, WA",6,Associate,Software Engineering,US Citizen/PR
C-z1q8pj1,2024-12-16,"Chicago, IL",2,Bachelors,Data Analytics,Other/Unknown
C-au6mtq8,2024-05-19,"Remote, US",5,Bachelors,Operations,F-1 OPT
C-g1hzvna,2024-12-23,"Seattle, WA",5,Masters,Operations,Other/Unknown
C-p0esusw,2025-01-14,"Fremont, CA",4,Bachelors,Finance,Other/Unknown
C-k6000u1,2025-08-08,"New York, NY",6,Associate,HR,F-1 OPT
C-qw7z764,2025-04-07,"Fremont, CA",6,Masters,Supply Chain,Other/Unknown
C-05y5fnx,2024-07-14,"Seattle, WA",5,Associate,Supply Chain,Other/Unknown
C-sd1jiuo,2024-11-22,"Fremont, CA",9,Bachelors,Finance,US Citizen/PR
C-xqrkuw2,2024-09-08,"Chicago, IL",8,PhD,HR,H-1B
C-lyxj2j4,2025-05-17,"Austin, TX",4,Bootcamp,Sales,F-1 OPT
C-0ex7ki1,2025-05-12,"Remote, US",4,PhD,Supply Chain,US Citizen/PR
C-yb2jmxs,2025-04-30,"Seattle, WA",11,Associate,Operations,US Citizen/PR
C-qv28n4q,2024-11-21,"Remote, US",1,Masters,Finance,Other/Unknown
C-lx2crl3,2025-11-20,"Palo Alto, CA",0,Bachelors,Sales,F-1 OPT
C-cpy34qn,2025-05-29,"Chicago, IL",2,Masters,Operations,US Citizen/PR
C-xashvfh,2024-08-01,"Chicago, IL",1,Associate,Operations,H-1B
C-a6ovm8l,2025-05-23,"Remote, US",6,Bachelors,Finance,F-1 OPT
C-i187yoh,2024-11-27,"New York, NY",0,Masters,Operations,H-1B
C-3kqjyg8,2024-09-25,"Fremont, CA",4,PhD,Sales,Other/Unknown
C-cpw5vzl,2025-01-10,"Palo Alto, CA",1,Bootcamp,Data Analytics,F-1 OPT
C-boqcpl7,2025-12-23,"Remote, US",8,PhD,Supply Chain,H-1B
C-22eftix,2024-11-20,"Austin, TX",0,Masters,Sales,US Citizen/PR
C-4lpo6gf,2025-04-30,"Seattle, WA",5,Masters,Finance,US Citizen/PR
C-nkpziaj,2025-05-30,"Palo Alto, CA",4,PhD,HR,H-1B
C-ub8hlar,2024-11-19,"Remote, US",9,Associate,Supply Chain,H-1B
C-7hxr4g0,2024-06-16,"Austin, TX",1,PhD,Finance,Other/Unknown
C-bsy3onx,2024-02-25,"Remote, US",10,Masters,Sales,US Citizen/PR
C-gyfunma,2025-09-11,"Austin, TX",1,Bootcamp,HR,US Citizen/PR
C-p7q7cmd,2024-05-20,"Austin, TX",4,Bachelors,Software Engineering,F-1 OPT
C-jwqv66n,2025-10-28,"Chicago, IL",0,Bachelors,Supply Chain,F-1 OPT
C-y13vw40,2024-08-28,"Fremont, CA",6,Associate,Sales,F-1 OPT
C-e4irf7b,2024-12-20,"Austin, TX",2,Associate,Software Engineering,F-1 OPT
C-sxqkqbk,2024-12-13,"Seattle, WA",7,PhD,Sales,Other/Unknown
C-267cgfx,2024-06-19,"Remote, US",4,Bachelors,Data Analytics,F-1 OPT
C-pubkops,2024-04-16,"Palo Alto, CA",9,Masters,Finance,H-1B
C-rau33x5,2025-03-14,"Palo Alto, CA",6,Bootcamp,Software Engineering,H-1B
C-79gqqqj,2025-01-30,"New York, NY",6,Associate,Supply Chain,H-1B
C-aazvorq,2025-12-28,"Remote, US",9,Bachelors,Sales,US Citizen/PR
C-fwsq7tf,2024-12-18,"Seattle, WA",14,Bachelors,HR,F-1 OPT
C-s96ycxn,2024-02-26,"Austin, TX",6,Bootcamp,Data Analytics,US Citizen/PR
C-m5cspm0,2024-06-21,"New York, NY",11,Associate,Supply Chain,US Citizen/PR
C-2c4xn98,2025-06-30,"Seattle, WA",0,PhD,Finance,US Citizen/PR
C-fugeg1j,2025-06-06,"Seattle, WA",3,PhD,Software Engineering,H-1B
C-yj42dv9,2024-04-26,"Seattle, WA",12,PhD,Supply Chain,US Citizen/PR
C-sazqy2y,2024-06-10,"New York, NY",9,Bachelors,Operations,F-1 OPT
C-bqd8qkk,2025-08-01,"Fremont, CA",0,Bootcamp,Supply Chain,H-1B
